;Run;AssemblyName;bases;size_MB;LibraryLayout;BioSample;ScientificName;LibraryStrategy;LibrarySelection;LibrarySource;Sex;Analyte_Type;Histological_Type;Body_Site;Tissue;Dev
30179;SRR7757375;;1058347286;503;PAIRED;SAMN09915935;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30180;SRR7757378;;1173135200;566;PAIRED;SAMN09915936;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30181;SRR7757377;;1262858954;595;PAIRED;SAMN09915937;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30182;SRR7757380;;1217138274;572;PAIRED;SAMN09915938;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30183;SRR7757379;;1574899666;748;PAIRED;SAMN09915939;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30184;SRR7757382;;1221252206;578;PAIRED;SAMN09915940;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30185;SRR7757381;;1177081472;556;PAIRED;SAMN09915941;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30186;SRR7757384;;1169348104;554;PAIRED;SAMN09915942;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30187;SRR7757383;;1193591336;562;PAIRED;SAMN09915943;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30188;SRR7757416;;1364461520;659;PAIRED;SAMN09915944;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30189;SRR7757415;;1482283474;696;PAIRED;SAMN09915945;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30190;SRR7757414;;1405732140;663;PAIRED;SAMN09915946;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30191;SRR7757413;;1297143000;605;PAIRED;SAMN09915947;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30192;SRR7757420;;1410543780;669;PAIRED;SAMN09915948;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30193;SRR7757419;;1223662268;587;PAIRED;SAMN09915949;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30194;SRR7757418;;1196572452;572;PAIRED;SAMN09915950;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30195;SRR7757417;;1342903474;636;PAIRED;SAMN09915951;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30196;SRR7757408;;1251168608;593;PAIRED;SAMN09915952;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30197;SRR7757407;;1408157756;664;PAIRED;SAMN09915953;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30198;SRR7757387;;1522068990;714;PAIRED;SAMN09915954;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30199;SRR7757388;;1494452156;701;PAIRED;SAMN09915955;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30200;SRR7757385;;1446429888;673;PAIRED;SAMN09915956;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30201;SRR7757386;;1265282752;592;PAIRED;SAMN09915957;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30202;SRR7757391;;1333705606;628;PAIRED;SAMN09915958;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30203;SRR7757392;;1365397184;648;PAIRED;SAMN09915959;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30204;SRR7757389;;1252182042;601;PAIRED;SAMN09915960;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30205;SRR7757390;;1445459884;677;PAIRED;SAMN09915961;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30206;SRR7757393;;1275241554;601;PAIRED;SAMN09915962;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30207;SRR7757394;;1297662746;612;PAIRED;SAMN09915963;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30208;SRR7757406;;1166959858;549;PAIRED;SAMN09915964;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30209;SRR7757405;;1275186812;599;PAIRED;SAMN09915965;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30210;SRR7757422;;1122041926;529;PAIRED;SAMN09915966;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30211;SRR7757421;;1275689590;598;PAIRED;SAMN09915967;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30212;SRR7757410;;1086083502;520;PAIRED;SAMN09915968;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30213;SRR7757409;;1535420786;712;PAIRED;SAMN09915969;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30214;SRR7757412;;1436664400;668;PAIRED;SAMN09915970;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30215;SRR7757411;;1346381510;631;PAIRED;SAMN09915971;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30216;SRR7757395;;1527112526;719;PAIRED;SAMN09915972;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30217;SRR7757403;;1327874270;629;PAIRED;SAMN09915973;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30218;SRR7757404;;1090912312;520;PAIRED;SAMN09915974;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30219;SRR7757396;;1108608724;516;PAIRED;SAMN09915975;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30220;SRR7757397;;1264430716;595;PAIRED;SAMN09915976;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30221;SRR7757398;;1383865236;656;PAIRED;SAMN09915977;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30222;SRR7757399;;1286887864;607;PAIRED;SAMN09915978;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30223;SRR7757400;;1260216390;588;PAIRED;SAMN09915979;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30224;SRR7757401;;1359333144;631;PAIRED;SAMN09915980;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30225;SRR7757402;;1407105942;657;PAIRED;SAMN09915981;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30226;SRR8068126;;4701317400;1694;PAIRED;SAMN10250276;Temnothorax_longispinosus;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;female;;;;brain;NA
30227;SRR8068125;;4676790000;1708;PAIRED;SAMN10250277;Temnothorax_longispinosus;RNA-Seq;RT-PCR;TRANSCRIPTOMIC;female;;;;brain;NA
30228;SRR7903901;;22282899400;9577;PAIRED;SAMN09209789;Temnothorax_longispinosus;RNA-Seq;RANDOM;TRANSCRIPTOMIC;pooled male and female;;;;whole body;pooled developmental stages
30229;SRR7903900;;21822155800;9645;PAIRED;SAMN09209818;Temnothorax_longispinosus;RNA-Seq;RANDOM;TRANSCRIPTOMIC;pooled male and female;;;;whole body;pooled developmental stages
30230;SRR7903903;;6486741800;2276;PAIRED;SAMN09209855;Temnothorax_longispinosus;RNA-Seq;RANDOM;TRANSCRIPTOMIC;pooled male and female;;;;whole body;pooled developmental stages
30231;SRR7903902;;21887365400;9424;PAIRED;SAMN09209824;Temnothorax_longispinosus;RNA-Seq;RANDOM;TRANSCRIPTOMIC;pooled male and female;;;;whole body;pooled developmental stages
30239;SRR5309714;;808000000;500;PAIRED;SAMN06468953;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30240;SRR5309715;;376013708;231;PAIRED;SAMN06468953;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30241;SRR5309716;;808000000;532;PAIRED;SAMN06468953;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30242;SRR5309717;;808000000;539;PAIRED;SAMN06468953;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30243;SRR5309718;;808000000;522;PAIRED;SAMN06468953;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30244;SRR5309719;;808000000;531;PAIRED;SAMN06468953;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30245;SRR5309720;;2083226;1;PAIRED;SAMN06468953;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30246;SRR5309721;;808000000;517;PAIRED;SAMN06468948;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30247;SRR5309722;;808000000;509;PAIRED;SAMN06468948;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30248;SRR5309723;;16314732;10;PAIRED;SAMN06468948;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30249;SRR5309724;;685636884;420;PAIRED;SAMN06468948;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30250;SRR5309725;;808000000;530;PAIRED;SAMN06468948;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30251;SRR5309726;;808000000;526;PAIRED;SAMN06468948;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30252;SRR5309727;;296999994;194;PAIRED;SAMN06468948;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30253;SRR5309728;;490331568;311;PAIRED;SAMN06468952;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30254;SRR5309729;;808000000;496;PAIRED;SAMN06468952;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30255;SRR5309730;;167277008;102;PAIRED;SAMN06468952;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30256;SRR5309731;;808000000;529;PAIRED;SAMN06468952;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30257;SRR5309732;;808000000;529;PAIRED;SAMN06468952;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30258;SRR5309733;;808000000;522;PAIRED;SAMN06468952;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30259;SRR5309734;;330816208;218;PAIRED;SAMN06468952;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30260;SRR5309735;;798592254;506;PAIRED;SAMN06468950;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30261;SRR5309736;;808000000;495;PAIRED;SAMN06468950;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30262;SRR5309737;;109756902;68;PAIRED;SAMN06468950;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30263;SRR5309738;;808000000;531;PAIRED;SAMN06468950;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30264;SRR5309739;;808000000;528;PAIRED;SAMN06468950;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30265;SRR5309740;;808000000;522;PAIRED;SAMN06468950;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30266;SRR5309741;;145600590;98;PAIRED;SAMN06468950;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30267;SRR5309742;;808000000;518;PAIRED;SAMN06468946;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30268;SRR5309743;;808000000;510;PAIRED;SAMN06468946;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30269;SRR5309744;;53744726;34;PAIRED;SAMN06468946;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30270;SRR5309745;;621595006;382;PAIRED;SAMN06468946;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30271;SRR5309746;;808000000;533;PAIRED;SAMN06468946;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30272;SRR5309747;;808000000;525;PAIRED;SAMN06468946;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30273;SRR5309748;;136579270;91;PAIRED;SAMN06468946;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30274;SRR5309749;;808000000;515;PAIRED;SAMN06468951;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30275;SRR5309750;;607748916;384;PAIRED;SAMN06468951;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30276;SRR5309751;;808000000;496;PAIRED;SAMN06468951;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30277;SRR5309752;;161586264;98;PAIRED;SAMN06468951;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30278;SRR5309753;;808000000;530;PAIRED;SAMN06468951;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30279;SRR5309754;;808000000;529;PAIRED;SAMN06468951;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30280;SRR5309755;;808000000;523;PAIRED;SAMN06468951;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30281;SRR5309756;;276662634;184;PAIRED;SAMN06468951;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30282;SRR5309757;;808000000;517;PAIRED;SAMN06468949;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30283;SRR5309758;;808000000;509;PAIRED;SAMN06468949;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30284;SRR5309759;;48490908;31;PAIRED;SAMN06468949;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30285;SRR5309760;;699488024;428;PAIRED;SAMN06468949;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30286;SRR5309761;;808000000;530;PAIRED;SAMN06468949;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30287;SRR5309762;;808000000;527;PAIRED;SAMN06468949;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30288;SRR5309763;;351886424;229;PAIRED;SAMN06468949;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30289;SRR5309764;;808000000;497;PAIRED;SAMN06468947;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30290;SRR5309765;;537255158;329;PAIRED;SAMN06468947;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30291;SRR5309766;;808000000;530;PAIRED;SAMN06468947;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30292;SRR5309767;;808000000;532;PAIRED;SAMN06468947;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30293;SRR5309768;;808000000;531;PAIRED;SAMN06468947;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30294;SRR5309769;;808000000;520;PAIRED;SAMN06468947;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30295;SRR5309770;;503458336;332;PAIRED;SAMN06468947;Temnothorax_longispinosus;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;whole body;NA
30296;ERR318159;;808000000;642;PAIRED;SAMEA2153913;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30297;ERR318160;;808000000;653;PAIRED;SAMEA2153913;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30298;ERR318161;;808000000;637;PAIRED;SAMEA2153913;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30299;ERR318162;;808000000;643;PAIRED;SAMEA2153913;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30300;ERR318186;;553648266;433;PAIRED;SAMEA2153913;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30301;ERR318163;;808000000;645;PAIRED;SAMEA2153913;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30302;ERR318177;;808000000;495;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30303;ERR318169;;808000000;528;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30304;ERR318170;;808000000;559;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30305;ERR318171;;808000000;515;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30306;ERR318172;;808000000;533;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30307;ERR318173;;808000000;561;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30308;ERR318174;;808000000;515;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30309;ERR318175;;808000000;532;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30310;ERR318176;;808000000;559;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30311;ERR318178;;808000000;514;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30312;ERR318179;;808000000;539;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30313;ERR318180;;808000000;500;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30314;ERR318182;;808000000;540;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30315;ERR318183;;808000000;500;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30316;ERR318184;;808000000;520;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30317;ERR318185;;779085720;533;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30318;ERR318181;;808000000;517;PAIRED;SAMEA2154413;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30319;ERR318152;;808000000;642;PAIRED;SAMEA2157914;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30320;ERR318153;;780186014;616;PAIRED;SAMEA2157914;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30321;ERR318154;;808000000;528;PAIRED;SAMEA2157914;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30322;ERR318155;;808000000;532;PAIRED;SAMEA2157914;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30323;ERR318156;;808000000;527;PAIRED;SAMEA2157914;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30324;ERR318157;;1937155457;1274;PAIRED;SAMEA2157914;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30325;ERR318158;;642310914;414;PAIRED;SAMEA2157914;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30326;ERR318164;;808000000;638;PAIRED;SAMEA2163281;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30327;ERR318165;;808000000;627;PAIRED;SAMEA2163281;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30328;ERR318166;;808000000;638;PAIRED;SAMEA2163281;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30329;ERR318167;;242276174;188;PAIRED;SAMEA2163281;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30330;ERR318168;;808000000;509;PAIRED;SAMEA2163281;Temnothorax_longispinosus;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;blood;NA
30378;SRR3270378;;5165175600;3246;PAIRED;SAMN03982882;Trachymyrmex_cornetzi;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30544;SRR3270634;;5824217880;3633;PAIRED;SAMN03982881;Trachymyrmex_septentrionalis;RNA-Seq;unspecified;TRANSCRIPTOMIC;;;;;Whole body;NA
30681;SRR11819627;;1050459216;279;SINGLE;SAMN14984387;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole Organism;NA
30682;SRR11819629;;486032516;148;SINGLE;SAMN14984385;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole Organism;NA
30683;SRR11819625;;693705928;171;SINGLE;SAMN14984389;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole Organism;NA
30684;SRR11819621;;1586638801;397;SINGLE;SAMN14984393;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole Organism;NA
30685;SRR11819624;;683698692;220;SINGLE;SAMN14984390;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole Organism;NA
30686;SRR11819622;;421011282;110;SINGLE;SAMN14984392;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole Organism;NA
30687;SRR11819626;;329850136;99;SINGLE;SAMN14984388;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole Organism;NA
30688;SRR11819628;;565291098;186;SINGLE;SAMN14984386;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole Organism;NA
30689;SRR11819623;;462867693;142;SINGLE;SAMN14984391;Tribolium_castaneum;RNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;Whole Organism;NA
30690;SRR9622172;;953622084;393;SINGLE;SAMN12172002;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30691;SRR9622173;;821102404;333;SINGLE;SAMN12172001;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30692;SRR9622174;;881878312;347;SINGLE;SAMN12172000;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30693;SRR9622175;;1022931044;414;SINGLE;SAMN12171999;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30694;SRR9622176;;1163688136;459;SINGLE;SAMN12171998;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30695;SRR9622177;;1271346392;519;SINGLE;SAMN12171997;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30696;SRR9622178;;874033744;361;SINGLE;SAMN12171957;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30697;SRR9622179;;989498796;388;SINGLE;SAMN12171956;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30698;SRR9622180;;1306591088;539;SINGLE;SAMN12171955;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30699;SRR9622181;;1377468384;542;SINGLE;SAMN12171954;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
30700;SRR9622182;;886730304;361;SINGLE;SAMN12171953;Tribolium_castaneum;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
