Table representing for each cluster of homologous EVEs the transposable elements of the RepeatModeler RepeatPeps database overlapping with EVEs. The overlap percentage represents the fractional size of the transposable element that overlaps with the EVEs. Only TEs overlapping at least 20% inside the EVEs and at least 50% to the right or left of the EVE were kept. 										
Clustername	Query	Qstart	Qend	Qevalue	Overlapping_TE	TE_start	TE_end	TE_evalue	Overlap_percentage	TE_orientation
Cluster4185	IDBA_scaffold_55624:0-501(+):Leptopilina_boulardi	0	501	6.547e-25	Gypsy-6_AEc_env#LTR/Gypsy	1	489	1.663e-58	97.40518962075848	inside
Cluster4185	scf7180005153048:0-1677(-):Leptopilina_clavipes	0	1677	1.3230000000000002e-122	Gypsy-6_AEc_env#LTR/Gypsy	626	2296	7.574e-193	62.671437090041735	right
Cluster4185	scf7180005153011:386-2315(-):Leptopilina_clavipes	386	2315	8.622999999999999e-114	Gypsy5-NVi_env#LTR/Gypsy	1132	2901	8.644e-218	61.32711249351996	right
Cluster4185	scf7180005165597:3774-5714(+):Leptopilina_clavipes	3774	5714	2.1810000000000002e-50	Gypsy5-NVi_env#LTR/Gypsy	4650	5675	7.7059999999999985e-118	52.83505154639175	inside
Cluster4185	scf7180005148329_1:704-1358(-):Leptopilina_clavipes	704	1358	3.874e-46	Gypsy-9_PBa_env#LTR/Gypsy	908	1558	4.032e-78	68.80733944954129	right
Cluster4185	scf7180005143651:7-520(+):Leptopilina_clavipes	7	520	3.369e-45	Gypsy5-NVi_env#LTR/Gypsy	5	520	3.338e-62	100	full
Cluster4185	scf7180005143651:7-520(+):Leptopilina_clavipes	7	520	3.369e-45	Gypsy5-NVi_env#LTR/Gypsy	5	520	3.338e-62	100.0	left
Cluster4185	scf7180005165332:2032-2647(-):Leptopilina_clavipes	2032	2647	2.571e-44	SARTTc8_pol#LINE/R1	2250	2795	4.402e-37	64.55284552845528	right
Cluster4185	scf7180005141065_1:1214-1817(+):Leptopilina_clavipes	1214	1817	4.5740000000000003e-42	Gypsy5-NVi_env#LTR/Gypsy	1236	1811	2.8040000000000002e-58	95.35655058043118	inside
Cluster4185	scf7180005153050:12-597(+):Leptopilina_clavipes	12	597	4.011e-40	Gypsy5-NVi_env#LTR/Gypsy	46	594	2.231e-66	93.67521367521367	inside
Cluster4185	scf7180005150790_0:892-1408(-):Leptopilina_clavipes	892	1408	1.328e-32	Gypsy-6_AEc_env#LTR/Gypsy	1000	1437	2.616e-59	79.06976744186046	right
Cluster4185	scf7180005171700_0:140-770(+):Leptopilina_clavipes	140	770	3.5210000000000003e-28	Gypsy-6_AEc_env#LTR/Gypsy	168	713	4.174000000000001e-57	86.5079365079365	inside
Cluster4185	scf7180005157886:4083-4995(+):Leptopilina_clavipes	4083	4995	5.429e-20	Gypsy-6_AEc_env#LTR/Gypsy	4260	4532	1.183e-36	29.82456140350877	inside
Cluster4185	scf7180005153049:525-1831(+):Leptopilina_clavipes	525	1831	4.484e-09	Gypsy-9_PBa_env#LTR/Gypsy	1013	1750	7.058e-86	56.43185298621746	inside
Cluster4185	IDBA_scaffold_8535:1481-3326(+):Leptopilina_heterotoma	1481	3326	1.969e-137	Gypsy-6_AEc_env#LTR/Gypsy	1500	3365	3.706e-213	98.97018970189701	right
Cluster4185	IDBA_scaffold_24574:1165-3022(+):Leptopilina_heterotoma	1165	3022	4.717e-95	Gypsy-11_SI_env#LTR/Gypsy	1214	2968	3.627e-160	94.45341949380722	inside
Cluster4185	MVJL01005589.1:8336-9230(+):Macrocentrus_cingulum	8336	9230	3.259e-54	Gypsy-17_PBa_env#LTR/Gypsy	8337	9263	1.011e-77	99.88814317673378	right
Cluster4185	MVJL01006848.1:15894-16809(+):Macrocentrus_cingulum	15894	16809	4.264e-49	Gypsy-9_PBa_env#LTR/Gypsy	15895	16461	6.1960000000000004e-58	61.85792349726776	inside
Cluster4185	MVJL01008503.1:241-1438(+):Macrocentrus_cingulum	241	1438	1.2989999999999999e-37	Gypsy-19_PBa_env#LTR/Gypsy	266	1378	3.257e-56	92.89891395154552	inside
Cluster4185	MVJL01001067.1:762-2156(+):Macrocentrus_cingulum	762	2156	2.2770000000000002e-36	Gypsy-19_PBa_env#LTR/Gypsy	784	1176	5.497e-23	28.120516499282637	inside
Cluster4185	MVJL01001067.1:762-2156(+):Macrocentrus_cingulum	762	2156	2.2770000000000002e-36	Gypsy-9_PBa_env#LTR/Gypsy	1178	1708	7.428e-35	38.02008608321377	inside
Cluster4185	MVJL01001067.1:762-2156(+):Macrocentrus_cingulum	762	2156	2.2770000000000002e-36	Gypsy-9_PBa_env#LTR/Gypsy	1717	2064	5.372e-27	24.89239598278336	inside
Cluster4185	MVJL01007901.1:7845-9072(+):Macrocentrus_cingulum	7845	9072	9.06e-25	Gypsy-9_PBa_env#LTR/Gypsy	7849	8301	2.456e-27	36.837815810920944	inside
Cluster4185	MVJL01000767.1:1707-3063(-):Macrocentrus_cingulum	1707	3063	4.023e-20	Gypsy-19_PBa_env#LTR/Gypsy	1790	2086	6.298e-11	21.828908554572273	inside
Cluster4185	MVJL01010156.1:12048-13000(+):Macrocentrus_cingulum	12048	13000	6.139e-13	Gypsy-17_PBa_env#LTR/Gypsy	12175	12504	6.803e-37	34.55882352941176	inside
Cluster4185	GL985844.1:2380-3040(+):Megachile_rotundata	2380	3040	1.4140000000000002e-36	Gypsy-11_SI_env#LTR/Gypsy	2390	3040	5.107e-52	98.48484848484848	inside
Cluster4185	GL985844.1:2380-3040(+):Megachile_rotundata	2380	3040	1.4140000000000002e-36	Gypsy-11_SI_env#LTR/Gypsy	2390	3040	5.107e-52	98.48484848484848	right
Cluster4185	UELU01132734.1:10294-12205(+):Megastigmus_dorsalis	10294	12205	1.144e-119	Gypsy5-NVi_env#LTR/Gypsy	10349	12232	4.126e-266	97.12192569335426	right
Cluster4185	UELU01144217.1:973-2890(+):Megastigmus_dorsalis	973	2890	6.908e-118	Gypsy5-NVi_env#LTR/Gypsy	1037	2917	2.363e-266	96.66145018257694	right
Cluster4185	UELU01094057.1:0-1563(-):Megastigmus_dorsalis	0	1563	2.199e-104	Gypsy-6_AEc_env#LTR/Gypsy	348	1907	8.957000000000002e-153	77.73512476007679	right
Cluster4185	UELU01146949.1:3629-5471(+):Megastigmus_dorsalis	3629	5471	1.046e-103	Gypsy-24_NVi_env#LTR/Gypsy	3660	5432	3.2830000000000004e-225	96.19978284473399	inside
Cluster4185	UELU01080727.1:571-2038(+):Megastigmus_dorsalis	571	2038	2.087e-95	Gypsy-6_AEc_env#LTR/Gypsy	581	2035	1.1159999999999998e-137	99.1138377641445	inside
Cluster4185	UELU01104345.1:2-1439(+):Megastigmus_dorsalis	2	1439	8.418999999999999e-94	Gypsy-6_AEc_env#LTR/Gypsy	3	1415	2.5429999999999997e-145	98.26026443980514	inside
Cluster4185	UELU01139672.1:7802-9692(+):Megastigmus_dorsalis	7802	9692	5.734e-92	Gypsy-11_SI_env#LTR/Gypsy	7770	9563	4.804e-144	93.17460317460318	left
Cluster4185	UELU01113969.1:0-1494(+):Megastigmus_dorsalis	0	1494	4.264e-86	Gypsy-24_NVi_env#LTR/Gypsy	1	1629	4.607999999999999e-187	99.9330655957162	right
Cluster4185	UELU01077725.1:8158-9808(+):Megastigmus_dorsalis	8158	9808	1.9430000000000002e-84	Gypsy-11_SI_env#LTR/Gypsy	8162	9745	9.481e-130	95.93939393939394	inside
Cluster4185	UELU01143261.1:5923-7222(+):Megastigmus_dorsalis	5923	7222	2.816e-83	Gypsy-6_AEc_env#LTR/Gypsy	5912	7219	1.455e-121	99.76905311778292	left
Cluster4185	UELU01104333.1:1083-2463(+):Megastigmus_dorsalis	1083	2463	5.238e-83	Gypsy-6_AEc_env#LTR/Gypsy	1084	2391	4.232e-131	94.71014492753623	inside
Cluster4185	UELU01101733.1:1-1507(+):Megastigmus_dorsalis	1	1507	4.8070000000000004e-79	Gypsy-6_AEc_env#LTR/Gypsy	2	1471	3.6e-134	97.54316069057106	inside
Cluster4185	UELU01129933.1:4-1324(+):Megastigmus_dorsalis	4	1324	7.572e-79	Gypsy-6_AEc_env#LTR/Gypsy	5	1156	3.106e-119	87.19696969696969	inside
Cluster4185	UELU01082409.1:0-1263(+):Megastigmus_dorsalis	0	1263	4.750000000000001e-78	Gypsy-24_NVi_env#LTR/Gypsy	1	1263	8.695e-150	99.92082343626286	inside
Cluster4185	UELU01082409.1:0-1263(+):Megastigmus_dorsalis	0	1263	4.750000000000001e-78	Gypsy-24_NVi_env#LTR/Gypsy	1	1263	8.695e-150	99.92082343626286	right
Cluster4185	UELU01111833.1:708-2136(+):Megastigmus_dorsalis	708	2136	3.551e-76	Gypsy-19_PBa_env#LTR/Gypsy	781	2136	2.203e-113	94.88795518207283	inside
Cluster4185	UELU01111833.1:708-2136(+):Megastigmus_dorsalis	708	2136	3.551e-76	Gypsy-19_PBa_env#LTR/Gypsy	781	2136	2.203e-113	94.88795518207283	right
Cluster4185	UELU01145387.1:0-1092(+):Megastigmus_dorsalis	0	1092	3.425e-74	Gypsy-6_AEc_env#LTR/Gypsy	1	1050	1.352e-109	96.06227106227107	inside
Cluster4185	UELU01109454.1:4-1327(-):Megastigmus_dorsalis	4	1327	2.327e-72	Gypsy-9_PBa_2p#LTR/Gypsy	24	500	3.125e-47	35.978835978835974	inside
Cluster4185	UELU01145049.1:521-2191(+):Megastigmus_dorsalis	521	2191	2.47e-72	Gypsy-19_PBa_env#LTR/Gypsy	594	1826	2.089e-106	73.77245508982035	inside
Cluster4185	UELU01101046.1:2314-3310(-):Megastigmus_dorsalis	2314	3310	9.039e-71	Gypsy-26_NVi_pol#LTR/Gypsy	2394	2921	2.381e-12	52.911646586345384	inside
Cluster4185	UELU01036215.1:14-935(-):Megastigmus_dorsalis	14	935	2.045e-69	Gypsy-6_AEc_env#LTR/Gypsy	0	815	4.3699999999999995e-95	86.97068403908796	left
Cluster4185	UELU01006773.1:1939-3359(+):Megastigmus_dorsalis	1939	3359	2.339e-67	Gypsy-6_AEc_env#LTR/Gypsy	1940	2908	2.508e-98	68.16901408450704	inside
Cluster4185	UELU01006773.1:1342-1936(+):Megastigmus_dorsalis	1342	1936	1.064e-24	Gypsy-6_AEc_env#LTR/Gypsy	1406	1933	6.562e-44	88.72053872053873	inside
Cluster4185	UELU01102001.1:1161-2259(+):Megastigmus_dorsalis	1161	2259	1.4179999999999998e-66	Gypsy-19_PBa_env#LTR/Gypsy	1186	2259	5.398e-92	97.72313296903461	inside
Cluster4185	UELU01102001.1:1161-2259(+):Megastigmus_dorsalis	1161	2259	1.4179999999999998e-66	Gypsy-19_PBa_env#LTR/Gypsy	1186	2259	5.398e-92	97.72313296903461	right
Cluster4185	UELU01000864.1:3172-4195(+):Megastigmus_dorsalis	3172	4195	1.319e-65	Gypsy-6_AEc_env#LTR/Gypsy	3173	4192	8.134e-97	99.60899315738025	inside
Cluster4185	UELU01146720.1:15350-16694(+):Megastigmus_dorsalis	15350	16694	8.486000000000001e-64	Gypsy-19_PBa_env#LTR/Gypsy	15369	16673	5.673e-95	97.02380952380952	inside
Cluster4185	UELU01012098.1:148-1342(+):Megastigmus_dorsalis	148	1342	3.903e-63	Gypsy5-NVi_env#LTR/Gypsy	167	1342	3.575e-91	98.40871021775544	inside
Cluster4185	UELU01012098.1:148-1342(+):Megastigmus_dorsalis	148	1342	3.903e-63	Gypsy5-NVi_env#LTR/Gypsy	167	1342	3.575e-91	98.40871021775544	right
Cluster4185	UELU01146444.1:6583-7786(+):Megastigmus_dorsalis	6583	7786	7.998000000000001e-63	Gypsy-19_PBa_env#LTR/Gypsy	6653	7786	5.453e-91	94.1812136325852	inside
Cluster4185	UELU01146444.1:6583-7786(+):Megastigmus_dorsalis	6583	7786	7.998000000000001e-63	Gypsy-19_PBa_env#LTR/Gypsy	6653	7786	5.453e-91	94.1812136325852	right
Cluster4185	UELU01073712.1:1-1015(+):Megastigmus_dorsalis	1	1015	2.89e-62	Gypsy5-NVi_env#LTR/Gypsy	2	1015	2.053e-97	99.90138067061145	inside
Cluster4185	UELU01073712.1:1-1015(+):Megastigmus_dorsalis	1	1015	2.89e-62	Gypsy5-NVi_env#LTR/Gypsy	2	1015	2.053e-97	99.90138067061145	right
Cluster4185	UELU01098516.1:1493-3475(+):Megastigmus_dorsalis	1493	3475	1.182e-61	Gypsy5-NVi_env#LTR/Gypsy	1527	2618	1.821e-106	55.04540867810292	inside
Cluster4185	UELU01020954.1:2057-3026(+):Megastigmus_dorsalis	2057	3026	1.4999999999999999e-61	Gypsy5-NVi_env#LTR/Gypsy	2076	3023	6.153e-119	97.7296181630547	inside
Cluster4185	UELU01070822.1:1-751(-):Megastigmus_dorsalis	1	751	3.968e-61	Gypsy5-NVi_env#LTR/Gypsy	2	751	4.856e-83	99.86666666666667	inside
Cluster4185	UELU01070822.1:1-751(-):Megastigmus_dorsalis	1	751	3.968e-61	Gypsy5-NVi_env#LTR/Gypsy	2	751	4.856e-83	99.86666666666667	right
Cluster4185	UELU01145880.1:5298-6532(+):Megastigmus_dorsalis	5298	6532	6.165e-61	Gypsy-24_NVi_env#LTR/Gypsy	5329	6375	1.877e-127	84.76499189627229	inside
Cluster4185	UELU01123338.1:259-1516(-):Megastigmus_dorsalis	259	1516	1.467e-60	Gypsy-19_PBa_env#LTR/Gypsy	0	1217	9.059e-110	76.21320604614161	left
Cluster4185	UELU01133560.1:4569-5541(+):Megastigmus_dorsalis	4569	5541	2.581e-60	Gypsy-6_AEc_env#LTR/Gypsy	4570	5538	8.349e-86	99.58847736625515	inside
Cluster4185	UELU01122983.1:2-1151(-):Megastigmus_dorsalis	2	1151	4.0979999999999996e-60	Gypsy5-NVi_env#LTR/Gypsy	181	1311	1.4499999999999998e-88	84.42123585726719	right
Cluster4185	UELU01020419.1:439-1180(+):Megastigmus_dorsalis	439	1180	5.343e-59	Gypsy5-NVi_env#LTR/Gypsy	446	1180	1.525e-79	99.05533063427801	inside
Cluster4185	UELU01020419.1:439-1180(+):Megastigmus_dorsalis	439	1180	5.343e-59	Gypsy5-NVi_env#LTR/Gypsy	446	1180	1.525e-79	99.05533063427801	right
Cluster4185	UELU01106953.1:2565-3744(+):Megastigmus_dorsalis	2565	3744	4.3260000000000004e-58	Gypsy-19_PBa_env#LTR/Gypsy	2566	3675	2.933e-105	94.06276505513146	inside
Cluster4185	UELU01106953.1:1929-2547(+):Megastigmus_dorsalis	1929	2547	3.442e-29	Gypsy-19_PBa_env#LTR/Gypsy	1933	2553	4.2040000000000003e-42	99.35275080906149	right
Cluster4185	UELU01018509.1:212-1822(-):Megastigmus_dorsalis	212	1822	5.694000000000001e-58	Gypsy-19_PBa_env#LTR/Gypsy	1046	1510	8.116e-42	28.819875776397513	inside
Cluster4185	UELU01006812.1:0-867(-):Megastigmus_dorsalis	0	867	6.192e-57	Gypsy-24_NVi_env#LTR/Gypsy	2	868	9.989999999999999e-108	99.76931949250289	right
Cluster4185	UELU01106591.1:1053-2046(+):Megastigmus_dorsalis	1053	2046	1.095e-56	Gypsy-6_AEc_env#LTR/Gypsy	1054	1944	1.012e-86	89.62739174219537	inside
Cluster4185	UELU01132153.1:0-1035(-):Megastigmus_dorsalis	0	1035	1.766e-56	Gypsy-9_PBa_2p#LTR/Gypsy	17	376	1.9880000000000002e-30	34.68599033816425	inside
Cluster4185	UELU01132153.1:1041-1839(-):Megastigmus_dorsalis	1041	1839	1.766e-35	Gypsy-19_PBa_env#LTR/Gypsy	1390	2412	3.3810000000000004e-102	56.26566416040101	right
Cluster4185	UELU01012161.1:2-947(+):Megastigmus_dorsalis	2	947	5.541e-56	Gypsy5-NVi_env#LTR/Gypsy	3	935	7.045e-79	98.62433862433862	inside
Cluster4185	UELU01138218.1:3945-4785(+):Megastigmus_dorsalis	3945	4785	7.393e-56	Gypsy-6_AEc_env#LTR/Gypsy	3967	4785	5.912999999999998e-81	97.38095238095238	inside
Cluster4185	UELU01138218.1:3945-4785(+):Megastigmus_dorsalis	3945	4785	7.393e-56	Gypsy-6_AEc_env#LTR/Gypsy	3967	4785	5.912999999999998e-81	97.38095238095238	right
Cluster4185	UELU01141091.1:462-1461(-):Megastigmus_dorsalis	462	1461	2.638e-55	Gypsy-24_NVi_env#LTR/Gypsy	586	1551	1.71e-116	87.58758758758759	right
Cluster4185	UELU01094990.1:1-904(-):Megastigmus_dorsalis	1	904	2.987e-55	Gypsy-20_NVi_env#LTR/Gypsy	75	902	8.859e-130	91.58361018826136	inside
Cluster4185	UELU01084983.1:381-1344(-):Megastigmus_dorsalis	381	1344	8.278e-55	Gypsy-19_PBa_env#LTR/Gypsy	970	1344	2.596e-31	38.83696780893043	inside
Cluster4185	UELU01008678.1:89-878(+):Megastigmus_dorsalis	89	878	1.4909999999999999e-53	Gypsy-6_AEc_env#LTR/Gypsy	138	878	8.587e-77	93.78960709759188	inside
Cluster4185	UELU01008678.1:89-878(+):Megastigmus_dorsalis	89	878	1.4909999999999999e-53	Gypsy-6_AEc_env#LTR/Gypsy	138	878	8.587e-77	93.78960709759188	right
Cluster4185	UELU01142509.1:1697-3118(+):Megastigmus_dorsalis	1697	3118	6.708e-52	Gypsy5-NVi_env#LTR/Gypsy	1698	2639	2.005e-90	66.22097114707952	inside
Cluster4185	UELU01100778.1:1-1048(-):Megastigmus_dorsalis	1	1048	3.6609999999999995e-51	Gypsy-24_PBa_pol#LTR/Gypsy	4	1050	1.125e-118	99.7134670487106	right
Cluster4185	UELU01114716.1:438-1086(+):Megastigmus_dorsalis	438	1086	2.896e-50	Gypsy-6_AEc_env#LTR/Gypsy	439	1065	4.767000000000001e-69	96.60493827160494	inside
Cluster4185	UELU01114774.1:1-796(-):Megastigmus_dorsalis	1	796	1.405e-49	Gypsy-19_PBa_env#LTR/Gypsy	4	792	1.145e-78	99.11949685534591	inside
Cluster4185	UELU01020559.1:1-781(+):Megastigmus_dorsalis	1	781	2.984e-49	Gypsy5-NVi_env#LTR/Gypsy	2	781	2.973e-74	99.87179487179488	inside
Cluster4185	UELU01020559.1:1-781(+):Megastigmus_dorsalis	1	781	2.984e-49	Gypsy5-NVi_env#LTR/Gypsy	2	781	2.973e-74	99.87179487179488	right
Cluster4185	UELU01132797.1:2835-3654(-):Megastigmus_dorsalis	2835	3654	3.135e-48	Gypsy5-NVi_pol#LTR/Gypsy	3420	3641	1.053e-14	26.984126984126984	inside
Cluster4185	UELU01018602.1:1289-2327(-):Megastigmus_dorsalis	1289	2327	4.139e-48	Gypsy-19_PBa_env#LTR/Gypsy	1808	2266	1.516e-36	44.1233140655106	inside
Cluster4185	UELU01020798.1:8-842(+):Megastigmus_dorsalis	8	842	5.125e-48	Gypsy-24_NVi_env#LTR/Gypsy	24	842	4.461e-107	98.08153477218225	inside
Cluster4185	UELU01020798.1:8-842(+):Megastigmus_dorsalis	8	842	5.125e-48	Gypsy-24_NVi_env#LTR/Gypsy	24	842	4.461e-107	98.08153477218225	right
Cluster4185	UELU01108535.1:323-1337(+):Megastigmus_dorsalis	323	1337	5.978e-48	Gypsy-9_PBa_env#LTR/Gypsy	366	1337	7.429e-76	95.75936883629191	inside
Cluster4185	UELU01108535.1:323-1337(+):Megastigmus_dorsalis	323	1337	5.978e-48	Gypsy-9_PBa_env#LTR/Gypsy	366	1337	7.429e-76	95.75936883629191	right
Cluster4185	UELU01123333.1:2203-3584(-):Megastigmus_dorsalis	2203	3584	8.317e-48	Gypsy-9_PBa_2p#LTR/Gypsy	2236	2853	7.31e-82	44.677769732078204	inside
Cluster4185	UELU01107721.1:0-804(+):Megastigmus_dorsalis	0	804	2.075e-46	Gypsy-9_PBa_env#LTR/Gypsy	1	792	2.4510000000000004e-72	98.38308457711443	inside
Cluster4185	UELU01136739.1:22539-23265(+):Megastigmus_dorsalis	22539	23265	3.8100000000000005e-46	Gypsy-6_AEc_env#LTR/Gypsy	22564	23229	1.002e-69	91.59779614325069	inside
Cluster4185	UELU01136739.1:21474-22113(+):Megastigmus_dorsalis	21474	22113	1.417e-30	Gypsy-6_AEc_env#LTR/Gypsy	21490	22101	1.612e-50	95.61815336463224	inside
Cluster4185	UELU01081652.1:2-785(+):Megastigmus_dorsalis	2	785	7.688e-46	Gypsy-19_PBa_env#LTR/Gypsy	3	770	8.814e-75	97.9565772669221	inside
Cluster4185	UELU01075018.1:1065-1911(+):Megastigmus_dorsalis	1065	1911	8.678e-46	Gypsy-24_NVi_env#LTR/Gypsy	1096	1908	2.013e-105	95.98108747044918	inside
Cluster4185	UELU01147394.1:36-1150(-):Megastigmus_dorsalis	36	1150	9.012e-46	Gypsy-19_PBa_env#LTR/Gypsy	20	829	2.477e-75	71.18491921005386	left
Cluster4185	UELU01123280.1:7846-8917(+):Megastigmus_dorsalis	7846	8917	1.108e-45	Gypsy-9_PBa_env#LTR/Gypsy	7901	8875	9.447e-75	90.94304388422036	inside
Cluster4185	UELU01020812.1:1-856(-):Megastigmus_dorsalis	1	856	3.348e-45	Gypsy5-NVi_env#LTR/Gypsy	3	854	8.005e-65	99.53216374269006	inside
Cluster4185	UELU01094919.1:0-774(+):Megastigmus_dorsalis	0	774	4.496e-45	Gypsy-24_NVi_env#LTR/Gypsy	1	774	8.338e-104	99.87080103359173	inside
Cluster4185	UELU01094919.1:0-774(+):Megastigmus_dorsalis	0	774	4.496e-45	Gypsy-24_NVi_env#LTR/Gypsy	1	774	8.338e-104	99.87080103359173	right
Cluster4185	UELU01098918.1:9502-10498(-):Megastigmus_dorsalis	9502	10498	2.1179999999999999e-44	Gypsy-19_PBa_env#LTR/Gypsy	10132	10347	5.132e-18	21.586345381526105	inside
Cluster4185	UELU01037516.1:3-738(-):Megastigmus_dorsalis	3	738	2.494e-44	Gypsy-24_NVi_env#LTR/Gypsy	0	734	1.943e-101	99.45578231292517	left
Cluster4185	UELU01014819.1:2-749(+):Megastigmus_dorsalis	2	749	7.382e-44	Gypsy5-NVi_env#LTR/Gypsy	6	749	4.438e-61	99.46452476572959	inside
Cluster4185	UELU01014819.1:2-749(+):Megastigmus_dorsalis	2	749	7.382e-44	Gypsy5-NVi_env#LTR/Gypsy	6	749	4.438e-61	99.46452476572959	right
Cluster4185	UELU01145973.1:5561-6291(+):Megastigmus_dorsalis	5561	6291	1.1070000000000001e-43	Gypsy5-NVi_env#LTR/Gypsy	5562	6170	1.635e-61	83.28767123287672	inside
Cluster4185	UELU01079942.1:177-1050(+):Megastigmus_dorsalis	177	1050	2.347e-43	Gypsy-19_PBa_env#LTR/Gypsy	187	981	2.584e-61	90.95074455899199	inside
Cluster4185	UELU01037430.1:2-512(+):Megastigmus_dorsalis	2	512	9.373e-43	Gypsy5-NVi_env#LTR/Gypsy	6	509	9.372e-61	98.62745098039215	inside
Cluster4185	UELU01093310.1:7-823(+):Megastigmus_dorsalis	7	823	1.088e-42	Gypsy5-NVi_env#LTR/Gypsy	11	820	6.327999999999999e-61	99.1421568627451	inside
Cluster4185	UELU01101895.1:619-1369(-):Megastigmus_dorsalis	619	1369	1.744e-42	Gypsy-24_NVi_pol#LTR/Gypsy	882	1178	2.1010000000000006e-42	39.46666666666667	inside
Cluster4185	UELU01022151.1:1-745(-):Megastigmus_dorsalis	1	745	7.739999999999999e-42	Gypsy-19_PBa_env#LTR/Gypsy	10	744	5.175e-72	98.65591397849462	inside
Cluster4185	UELU01146563.1:11336-12218(+):Megastigmus_dorsalis	11336	12218	3.7369999999999994e-41	Gypsy5-NVi_env#LTR/Gypsy	11391	12200	1.878e-69	91.72335600907029	inside
Cluster4185	UELU01120237.1:0-702(+):Megastigmus_dorsalis	0	702	1.06e-40	Gypsy-24_NVi_env#LTR/Gypsy	7	681	1.464e-87	96.01139601139602	inside
Cluster4185	UELU01087047.1:2112-3075(+):Megastigmus_dorsalis	2112	3075	2.9999999999999998e-40	Gypsy-19_PBa_env#LTR/Gypsy	2173	3075	3.31e-63	93.6656282450675	inside
Cluster4185	UELU01087047.1:2112-3075(+):Megastigmus_dorsalis	2112	3075	2.9999999999999998e-40	Gypsy-19_PBa_env#LTR/Gypsy	2173	3075	3.31e-63	93.6656282450675	right
Cluster4185	UELU01083413.1:985-2010(+):Megastigmus_dorsalis	985	2010	3.966e-40	Gypsy5-NVi_env#LTR/Gypsy	1055	1843	1.2849999999999999e-68	76.8780487804878	inside
Cluster4185	UELU01101685.1:1730-2675(+):Megastigmus_dorsalis	1730	2675	4.642e-40	Gypsy-9_PBa_env#LTR/Gypsy	1773	2672	2.271e-65	95.13227513227514	inside
Cluster4185	UELU01038334.1:0-708(+):Megastigmus_dorsalis	0	708	5.449e-40	Gypsy-24_NVi_env#LTR/Gypsy	1	708	5.448e-100	99.85875706214689	inside
Cluster4185	UELU01038334.1:0-708(+):Megastigmus_dorsalis	0	708	5.449e-40	Gypsy-24_NVi_env#LTR/Gypsy	1	708	5.448e-100	99.85875706214689	right
Cluster4185	UELU01140756.1:3089-3879(+):Megastigmus_dorsalis	3089	3879	1.4129999999999999e-39	Gypsy5-NVi_env#LTR/Gypsy	3090	3662	4.654e-57	72.40506329113924	inside
Cluster4185	UELU01140756.1:3089-3879(+):Megastigmus_dorsalis	3089	3879	1.4129999999999999e-39	Gypsy-6_AEc_env#LTR/Gypsy	3658	3879	7.352000000000001e-20	27.974683544303797	inside
Cluster4185	UELU01002680.1:4-790(+):Megastigmus_dorsalis	4	790	3.4769999999999996e-39	Gypsy-24_NVi_env#LTR/Gypsy	2	796	3.157e-97	100	full
Cluster4185	UELU01132725.1:13914-15836(+):Megastigmus_dorsalis	13914	15836	5.407e-39	Gypsy5-NVi_env#LTR/Gypsy	13975	14559	3.138e-57	30.385015608740893	inside
Cluster4185	UELU01132725.1:13914-15836(+):Megastigmus_dorsalis	13914	15836	5.407e-39	Gypsy5-NVi_env#LTR/Gypsy	14553	15725	9.622e-125	60.978147762747135	inside
Cluster4185	UELU01104919.1:0-1679(-):Megastigmus_dorsalis	0	1679	8.655e-39	Gypsy-26_NVi_pol#LTR/Gypsy	1008	1358	1.509e-54	20.84574151280524	inside
Cluster4185	UELU01104919.1:0-1679(-):Megastigmus_dorsalis	0	1679	8.655e-39	Gypsy-26_NVi_pol#LTR/Gypsy	312	1004	2.479e-83	41.215008933889216	inside
Cluster4185	UELU01128329.1:783-1491(-):Megastigmus_dorsalis	783	1491	9.084e-39	Gypsy-26_NVi_pol#LTR/Gypsy	1017	1439	8.69e-64	59.6045197740113	inside
Cluster4185	UELU01139396.1:463-1078(+):Megastigmus_dorsalis	463	1078	1.37e-38	Gypsy5-NVi_env#LTR/Gypsy	464	1078	2.959e-82	99.83739837398375	inside
Cluster4185	UELU01139396.1:463-1078(+):Megastigmus_dorsalis	463	1078	1.37e-38	Gypsy5-NVi_env#LTR/Gypsy	464	1078	2.959e-82	99.83739837398375	right
Cluster4185	UELU01095581.1:0-576(+):Megastigmus_dorsalis	0	576	5.428e-38	Gypsy5-NVi_env#LTR/Gypsy	10	576	1.079e-71	98.26388888888889	inside
Cluster4185	UELU01095581.1:0-576(+):Megastigmus_dorsalis	0	576	5.428e-38	Gypsy5-NVi_env#LTR/Gypsy	10	576	1.079e-71	98.26388888888889	right
Cluster4185	UELU01106565.1:757-1513(+):Megastigmus_dorsalis	757	1513	7.604e-38	Gypsy-6_AEc_env#LTR/Gypsy	812	1510	5.367e-62	92.32804232804233	inside
Cluster4185	UELU01118184.1:1906-2659(-):Megastigmus_dorsalis	1906	2659	1.003e-37	Gypsy-6_AEc_env#LTR/Gypsy	1875	3113	3.4840000000000003e-132	100	full
Cluster4185	UELU01121499.1:258-897(+):Megastigmus_dorsalis	258	897	2.279e-37	Gypsy-6_AEc_env#LTR/Gypsy	259	888	1.3469999999999998e-53	98.43505477308294	inside
