query;target;pident;alnlen;mismatch;gapopen;qstart;qend;tstart;tend;evalue;bits;qlen;tlen;tcov;qcov;Cluster;Names;scaffolds;GC;Arithmetic_cov_depth;Scaf_length;Median_cov_depth;scaf_name;scaf_length;cov_depth_candidat;cov_depth_BUSCO;pvalue_cov;count_duplicate;diff_length;HSP_group;strand;overlapping_group;full_loci_name;ORF_query;ORF_target;ORF_start;ORF_end;ORF_strand;Overlapp_ORF_EVEs;ORF_perc;start-end;start;end;Overlapp_group;Pseudogenized;count_repeat;count_euk;euk_count_plus_repeat;Scaffold_score;loci_length;SE_dNdS;Pvalue_dNdS;dNdS;dNdS_type;SE_plus_dNdS
B2YG85_MdSGHV;PoFV_scaffold_17380:1720-962(-);28.4;161;112;0;43;200;82;242;1.295e-14;70;206;253;0.636;0.767;Cluster339;PoFV_scaffold_17380:1720-962(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;1;;;-;26;PoFV_scaffold_17380:1720-962(-);PoFV_scaffold_17380:1720-962(-);"scaffold_17380_ORF.13;961-1714(-)";961.0;1714.0;-;;0.9934036939313984;1720-962;962;1720;22.0;no;0.0;0.0;0.0;C;758;0.0413;4.528599717446014e-13;0.1769;classic;0.2182
DFV_QKN22513.1;PoFV_scaffold_983:16646-15991(-);30.9;140;87;0;12;151;11;137;3.181e-14;69;233;218;0.583;0.601;Cluster339;PoFV_scaffold_983:16646-15991(-);scaffold_983;0.312990207453474;33.4340016708438;21546.0;33.0;scaffold_983;123;33.0;33.96815107102593;0.2068771138669673;2;70.0;24.0;-;136;PoFV_scaffold_983:16646-15991(-);PoFV_scaffold_983:16646-15991(-);"scaffold_983_ORF.30;16166-16643(-)";16166.0;16643.0;-;;0.7282442748091603;16646-15991;15991;16646;112.0;yes;0.0;0.0;0.0;C;655;0.0413;4.528599717446014e-13;0.1769;classic;0.2182
PoFV_scaffold_2702_orf003;PoFV_scaffold_983:16646-15991(-);66.8;161;45;0;4;164;1;137;3.181e-64;216;248;218;0.628;0.649;Cluster339;PoFV_scaffold_983:16646-15991(-);scaffold_983;0.312990207453474;33.4340016708438;21546.0;33.0;scaffold_983;123;33.0;33.96815107102593;0.2068771138669673;2;70.0;24.0;-;136;PoFV_scaffold_983:16646-15991(-);PoFV_scaffold_983:16646-15991(-);"scaffold_983_ORF.30;16166-16643(-)";16166.0;16643.0;-;;0.7282442748091603;16646-15991;15991;16646;112.0;yes;0.0;0.0;0.0;C;655;0.0413;4.528599717446014e-13;0.1769;classic;0.2182
LbFV_YP_009345689.1;PoFV_scaffold_983:16646-15991(-);34.9;130;83;0;4;132;10;139;6.573e-17;77;215;218;0.596;0.6;Cluster339;PoFV_scaffold_983:16646-15991(-);scaffold_983;0.312990207453474;33.4340016708438;21546.0;33.0;scaffold_983;123;33.0;33.96815107102593;0.2068771138669673;2;70.0;24.0;-;136;PoFV_scaffold_983:16646-15991(-);PoFV_scaffold_983:16646-15991(-);"scaffold_983_ORF.30;16166-16643(-)";16166.0;16643.0;-;;0.7282442748091603;16646-15991;15991;16646;112.0;yes;0.0;0.0;0.0;C;655;0.0413;4.528599717446014e-13;0.1769;classic;0.2182
PoFV_scaffold_2702_orf005;PoFV_scaffold_17380:2-487(+);93.2;162;11;0;195;356;1;162;9.358e-98;319;357;162;1.0;0.454;Cluster536;PoFV_scaffold_17380:2-487(+);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;1;;;+;24;PoFV_scaffold_17380:2-487(+);PoFV_scaffold_17380:2-487(+);"scaffold_17380_ORF.2;61-487(+)";61.0;487.0;-;;0.8783505154639175;2-487;2;487;20.0;no;0.0;0.0;0.0;C;485;0.042243;1.554312e-15;0.2325;classic;0.274743
PoFV_scaffold_2702_orf005;PoFV_scaffold_983:14655-15641(+);59.3;356;133;0;1;356;1;329;2.955e-129;410;357;329;1.0;0.997;Cluster536;PoFV_scaffold_983:14655-15641(+);scaffold_983;0.312990207453474;33.4340016708438;21546.0;33.0;scaffold_983;123;33.0;33.96815107102593;0.2068771138669673;1;;;+;134;PoFV_scaffold_983:14655-15641(+);PoFV_scaffold_983:14655-15641(+);"scaffold_983_ORF.20;14654-15641(+)";14654.0;15641.0;-;;1.0010141987829615;14655-15641;14655;15641;111.0;no;0.0;0.0;0.0;C;986;0.042243;1.554312e-15;0.2325;classic;0.274743
PoFV_scaffold_2702_orf005;PoFV_scaffold_7821:14388-15077(+);73.6;230;58;0;1;220;1;230;1.306e-106;344;357;230;1.0;0.616;Cluster536;PoFV_scaffold_7821:14388-15077(+);scaffold_7821;0.31157978511739;32.6687669960868;15077.0;33.0;scaffold_7821;123;33.0;33.96815107102593;0.2068771138669673;1;;;+;113;PoFV_scaffold_7821:14388-15077(+);;;;;;;;14388-15077;14388;15077;;no;0.0;0.0;0.0;C;689;0.042243;1.554312e-15;0.2325;classic;0.274743
PoFV_scaffold_2702_orf004;PoFV_scaffold_17380:848-528(-);57.3;111;45;0;1;111;1;107;3.897e-35;125;112;107;1.0;0.991;Cluster922;PoFV_scaffold_17380:848-528(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;1;;;-;25;PoFV_scaffold_17380:848-528(-);PoFV_scaffold_17380:848-528(-);"scaffold_17380_ORF.10;524-848(-)";524.0;848.0;-;;1.0125;848-528;528;848;21.0;no;0.0;0.0;0.0;C;320;0.112266;0.000209;0.334821;pairwise;0.447087
PoFV_scaffold_2702_orf004;PoFV_scaffold_983:15933-15673(-);31.4;110;59;0;1;110;1;87;2.171e-11;57;112;87;1.0;0.982;Cluster922;PoFV_scaffold_983:15933-15673(-);scaffold_983;0.312990207453474;33.4340016708438;21546.0;33.0;scaffold_983;123;33.0;33.96815107102593;0.2068771138669673;1;;;-;135;PoFV_scaffold_983:15933-15673(-);;;;;;;;15933-15673;15673;15933;;no;0.0;0.0;0.0;C;260;0.112266;0.000209;0.334821;pairwise;0.447087
PoFV_scaffold_2702_orf001;PoFV_scaffold_17380:2154-2534(+);86.1;127;18;0;27;153;1;127;1.802e-70;229;156;127;1.0;0.814;Cluster1217;PoFV_scaffold_17380:2154-2534(+);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;1;;;+;27;PoFV_scaffold_17380:2154-2534(+);PoFV_scaffold_17380:2154-2534(+);"scaffold_17380_ORF.6;2162-2537(+)";2162.0;2537.0;-;;0.986842105263158;2154-2534;2154;2534;23.0;no;0.0;0.0;0.0;C;380;;;;;
PoFV_scaffold_9017_orf006;PoFV_scaffold_10234:3215-3021(-);86.4;65;9;0;1;65;1;65;4.942e-34;119;66;65;1.0;0.985;Cluster188;PoFV_scaffold_10234:3215-3021(-);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;1;;;-;6;PoFV_scaffold_10234:3215-3021(-);PoFV_scaffold_10234:3215-3021(-);"scaffold_10234_ORF.13;3020-3218(-)";3020.0;3218.0;-;;1.0206185567010309;3215-3021;3021;3215;6.0;no;0.0;0.0;0.0;C;194;;;;;
PoFV_scaffold_9017_orf001;PoFV_scaffold_10234:6033-7417(+);67.3;126;40;0;1;123;1;126;5.722e-46;171;460;461;0.273;0.267;Cluster237;PoFV_scaffold_10234:6033-7417(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;2;27.0;38.0;+;10;PoFV_scaffold_10234:6033-7417(+);PoFV_scaffold_10234:6033-7417(+);"scaffold_10234_ORF.11;6032-6368(+)";6032.0;6368.0;-;;0.2427745664739884;6033-7417;6033;7417;10.0;yes;0.0;0.0;0.0;C;1384;;;;;
PoFV_scaffold_9017_orf010;PoFV_scaffold_10234:97-1090(+);71.6;81;22;0;1;81;1;80;5.6270000000000005e-30;119;333;331;0.242;0.243;Cluster355;PoFV_scaffold_10234:97-1090(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;2;9.0;40.0;+;2;PoFV_scaffold_10234:97-1090(+);PoFV_scaffold_10234:97-1090(+);"scaffold_10234_ORF.1;96-300(+)";96.0;300.0;-;;0.2054380664652568;97-1090;97;1090;2.0;yes;0.0;0.0;0.0;C;993;0.057936;1.0861989085952928e-10;0.3369;classic;0.3948359999999999
PoFV_scaffold_9017_orf010;PoFV_scaffold_27772:5385-6363(+);62.6;108;39;0;1;106;1;108;2.864e-35;135;333;326;0.331;0.318;Cluster355;PoFV_scaffold_27772:5385-6363(+);scaffold_27772;0.311890287006928;31.4998585972851;7072.0;32.0;scaffold_27772;410;32.0;33.96815107102593;0.0935738444193912;2;1.0;41.0;+;53;PoFV_scaffold_27772:5385-6363(+);PoFV_scaffold_27772:5385-6363(+);"scaffold_27772_ORF.12;5312-5726(+)";5312.0;5726.0;-;;0.4233128834355828;5385-6363;5385;6363;45.0;yes;0.0;0.0;0.0;C;978;0.057936;1.0861989085952928e-10;0.3369;classic;0.3948359999999999
PoFV_scaffold_9017_orf007;PoFV_scaffold_10234:2988-2779(-);83.8;70;11;0;1;70;1;70;1.417e-35;124;71;70;1.0;0.986;Cluster372;PoFV_scaffold_10234:2988-2779(-);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;1;;;-;5;PoFV_scaffold_10234:2988-2779(-);PoFV_scaffold_10234:2988-2779(-);"scaffold_10234_ORF.19;2778-2988(-)";2778.0;2988.0;-;;1.0047846889952152;2988-2779;2779;2988;5.0;no;0.0;0.0;0.0;C;209;;;;;
PoFV_scaffold_9017_orf004;PoFV_scaffold_10234:3639-4663(+);81.7;174;31;0;3;176;1;173;3.604e-89;295;374;341;0.507;0.465;Cluster477;PoFV_scaffold_10234:3639-4663(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;2;24.0;39.0;+;8;PoFV_scaffold_10234:3639-4663(+);PoFV_scaffold_10234:3639-4663(+);"scaffold_10234_ORF.10;3635-4166(+)";3635.0;4166.0;-;;0.5185546875;3639-4663;3639;4663;8.0;yes;0.0;0.0;0.0;C;1024;0.125506;0.0016263109491374;0.2932;classic;0.418706
LbFV_YP_009345664.1;PoFV_scaffold_10234:3639-4663(+);31.1;166;111;0;3;164;3;168;1.278e-17;82;362;341;0.487;0.448;Cluster477;PoFV_scaffold_10234:3639-4663(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;2;24.0;39.0;+;8;PoFV_scaffold_10234:3639-4663(+);PoFV_scaffold_10234:3639-4663(+);"scaffold_10234_ORF.10;3635-4166(+)";3635.0;4166.0;-;;0.5185546875;3639-4663;3639;4663;8.0;yes;0.0;0.0;0.0;C;1024;0.125506;0.0016263109491374;0.2932;classic;0.418706
DFV_QKN22504.1;PoFV_scaffold_10234:3639-4663(+);29.4;170;118;0;30;199;2;169;8.325e-16;77;412;341;0.493;0.413;Cluster477;PoFV_scaffold_10234:3639-4663(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;2;24.0;39.0;+;8;PoFV_scaffold_10234:3639-4663(+);PoFV_scaffold_10234:3639-4663(+);"scaffold_10234_ORF.10;3635-4166(+)";3635.0;4166.0;-;;0.5185546875;3639-4663;3639;4663;8.0;yes;0.0;0.0;0.0;C;1024;0.125506;0.0016263109491374;0.2932;classic;0.418706
B2YG23_MdSGHV;PoFV_scaffold_10234:3639-4663(+);27.8;156;97;0;2;137;2;157;3.74e-12;65;396;341;0.457;0.343;Cluster477;PoFV_scaffold_10234:3639-4663(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;2;24.0;39.0;+;8;PoFV_scaffold_10234:3639-4663(+);PoFV_scaffold_10234:3639-4663(+);"scaffold_10234_ORF.10;3635-4166(+)";3635.0;4166.0;-;;0.5185546875;3639-4663;3639;4663;8.0;yes;0.0;0.0;0.0;C;1024;0.125506;0.0016263109491374;0.2932;classic;0.418706
B0YLG0_GpSGHV;PoFV_scaffold_10234:3639-4663(+);24.5;150;98;0;18;148;5;154;8.057e-08;51;362;341;0.44;0.362;Cluster477;PoFV_scaffold_10234:3639-4663(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;2;24.0;39.0;+;8;PoFV_scaffold_10234:3639-4663(+);PoFV_scaffold_10234:3639-4663(+);"scaffold_10234_ORF.10;3635-4166(+)";3635.0;4166.0;-;;0.5185546875;3639-4663;3639;4663;8.0;yes;0.0;0.0;0.0;C;1024;0.125506;0.0016263109491374;0.2932;classic;0.418706
PoFV_scaffold_9017_orf004;PoFV_scaffold_84473:912-1202(+);61.8;104;37;0;3;106;1;97;1.314e-32;128;374;97;1.0;0.278;Cluster477;PoFV_scaffold_84473:912-1202(+);scaffold_84473;0.261001517450683;28.4950645406226;1317.0;31.0;scaffold_84473;106;31.0;33.96815107102593;0.0377677564825253;1;;;+;125;PoFV_scaffold_84473:912-1202(+);PoFV_scaffold_84473:912-1202(+);"scaffold_84473_ORF.2;908-1259(+)";908.0;1259.0;-;;1.210344827586207;912-1202;912;1202;101.0;no;0.0;0.0;0.0;C;290;0.125506;0.0016263109491374;0.2932;classic;0.418706
LbFV_YP_009345664.1;PoFV_scaffold_84473:912-1202(+);32.5;99;63;0;3;101;3;97;1.119e-08;54;362;97;0.979;0.273;Cluster477;PoFV_scaffold_84473:912-1202(+);scaffold_84473;0.261001517450683;28.4950645406226;1317.0;31.0;scaffold_84473;106;31.0;33.96815107102593;0.0377677564825253;1;;;+;125;PoFV_scaffold_84473:912-1202(+);PoFV_scaffold_84473:912-1202(+);"scaffold_84473_ORF.2;908-1259(+)";908.0;1259.0;-;;1.210344827586207;912-1202;912;1202;101.0;no;0.0;0.0;0.0;C;290;0.125506;0.0016263109491374;0.2932;classic;0.418706
PoFV_scaffold_9017_orf003;PoFV_scaffold_10234:4697-5422(+);76.4;242;55;0;1;233;1;242;1.212e-120;378;236;242;1.0;0.987;Cluster648;PoFV_scaffold_10234:4697-5422(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;1;;;+;9;PoFV_scaffold_10234:4697-5422(+);PoFV_scaffold_10234:4697-5422(+);"scaffold_10234_ORF.7;4696-5428(+)";4696.0;5428.0;-;;1.0096551724137932;4697-5422;4697;5422;9.0;no;0.0;0.0;0.0;C;725;;;;;
PoFV_scaffold_9017_orf008;PoFV_scaffold_10234:2720-2388(-);88.7;111;12;0;1;111;1;111;7.867e-64;207;112;111;1.0;0.991;Cluster468;PoFV_scaffold_10234:2720-2388(-);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;1;;;-;4;PoFV_scaffold_10234:2720-2388(-);PoFV_scaffold_10234:2720-2388(-);"scaffold_10234_ORF.14;2387-2720(-)";2387.0;2720.0;-;;1.0030120481927711;2720-2388;2388;2720;4.0;no;0.0;0.0;0.0;C;332;;;;;
PoFV_scaffold_9017_orf009;PoFV_scaffold_10234:1107-2342(+);82.1;412;72;0;5;409;1;412;9.898e-228;697;410;412;1.0;0.988;Cluster349;PoFV_scaffold_10234:1107-2342(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;1;;;+;3;PoFV_scaffold_10234:1107-2342(+);PoFV_scaffold_10234:1107-2342(+);"scaffold_10234_ORF.9;1226-2342(+)";1226.0;2342.0;-;;0.9036437246963562;1107-2342;1107;2342;3.0;no;0.0;0.0;0.0;C;1235;;;;;
LbFV_YP_009345706.1;PoFV_scaffold_10234:1107-2342(+);22.7;410;266;0;7;351;1;410;3.711e-28;115;360;412;0.995;0.958;Cluster349;PoFV_scaffold_10234:1107-2342(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;1;;;+;3;PoFV_scaffold_10234:1107-2342(+);PoFV_scaffold_10234:1107-2342(+);"scaffold_10234_ORF.9;1226-2342(+)";1226.0;2342.0;-;;0.9036437246963562;1107-2342;1107;2342;3.0;no;0.0;0.0;0.0;C;1235;;;;;
PoFV_scaffold_9017_orf005;PoFV_scaffold_10234:3235-3525(+);92.6;97;7;0;1;97;1;97;4.7020000000000004e-58;190;106;97;1.0;0.915;Cluster670;PoFV_scaffold_10234:3235-3525(+);scaffold_10234;0.276162790697674;30.8259236826166;8255.0;31.0;scaffold_10234;460;31.0;33.96815107102593;0.0377677564825253;1;;;+;7;PoFV_scaffold_10234:3235-3525(+);PoFV_scaffold_10234:3235-3525(+);"scaffold_10234_ORF.3;3228-3537(+)";3228.0;3537.0;-;;1.0655172413793104;3235-3525;3235;3525;7.0;no;0.0;0.0;0.0;C;290;0.0544607;4.73e-09;0.161614;pairwise;0.2160747
PoFV_scaffold_9017_orf005;PoFV_scaffold_84473:533-823(+);83.1;97;16;0;1;97;1;97;1.676e-50;169;106;97;1.0;0.915;Cluster670;PoFV_scaffold_84473:533-823(+);scaffold_84473;0.261001517450683;28.4950645406226;1317.0;31.0;scaffold_84473;106;31.0;33.96815107102593;0.0377677564825253;1;;;+;124;PoFV_scaffold_84473:533-823(+);PoFV_scaffold_84473:533-823(+);"scaffold_84473_ORF.1;532-841(+)";532.0;841.0;-;;1.0655172413793104;533-823;533;823;100.0;no;0.0;0.0;0.0;C;290;0.0544607;4.73e-09;0.161614;pairwise;0.2160747
DFV_QKN22518.1;PoFV_scaffold_7180:9766-6105(-);28.5;512;358;0;33;534;59;570;3.428e-56;213;1252;1220;0.42;0.401;Cluster197;PoFV_scaffold_7180:9766-6105(-);scaffold_7180;0.312653865091088;31.1570809533189;10154.0;32.0;scaffold_7180;318;32.0;33.96815107102593;0.0935738444193912;3;70.0;10.0;-;100;PoFV_scaffold_7180:9766-6105(-);PoFV_scaffold_7180:9766-6105(-);"scaffold_7180_ORF.15;7648-9766(-)";7648.0;9766.0;-;;0.5785304561595193;9766-6105;6105;9766;84.0;yes;0.0;0.0;0.0;C;3661;;;;;
LbFV_YP_009345662.1;PoFV_scaffold_7180:9766-6105(-);31.1;551;372;0;50;590;66;616;1.055e-71;264;1308;1220;0.452;0.414;Cluster197;PoFV_scaffold_7180:9766-6105(-);scaffold_7180;0.312653865091088;31.1570809533189;10154.0;32.0;scaffold_7180;318;32.0;33.96815107102593;0.0935738444193912;3;70.0;10.0;-;100;PoFV_scaffold_7180:9766-6105(-);PoFV_scaffold_7180:9766-6105(-);"scaffold_7180_ORF.15;7648-9766(-)";7648.0;9766.0;-;;0.5785304561595193;9766-6105;6105;9766;84.0;yes;0.0;0.0;0.0;C;3661;;;;;
PoFV_scaffold_15158_orf009;PoFV_scaffold_7180:9766-6105(-);87.4;713;88;0;1;713;1;698;0.0;1295;1280;1220;0.572;0.557;Cluster197;PoFV_scaffold_7180:9766-6105(-);scaffold_7180;0.312653865091088;31.1570809533189;10154.0;32.0;scaffold_7180;318;32.0;33.96815107102593;0.0935738444193912;3;70.0;10.0;-;100;PoFV_scaffold_7180:9766-6105(-);PoFV_scaffold_7180:9766-6105(-);"scaffold_7180_ORF.15;7648-9766(-)";7648.0;9766.0;-;;0.5785304561595193;9766-6105;6105;9766;84.0;yes;0.0;0.0;0.0;C;3661;;;;;
PoFV_scaffold_15158_orf002;PoFV_scaffold_7180:291-680(+);85.4;131;19;0;1;131;1;130;1.319e-72;234;132;130;1.0;0.992;Cluster228;PoFV_scaffold_7180:291-680(+);scaffold_7180;0.312653865091088;31.1570809533189;10154.0;32.0;scaffold_7180;318;32.0;33.96815107102593;0.0935738444193912;1;;;+;95;PoFV_scaffold_7180:291-680(+);PoFV_scaffold_7180:291-680(+);"scaffold_7180_ORF.7;290-680(+)";290.0;680.0;-;;1.0025706940874035;291-680;291;680;79.0;no;0.0;0.0;0.0;C;389;;;;;
PoFV_scaffold_15158_orf003;PoFV_scaffold_7180:775-1050(+);78.0;92;20;0;1;90;1;92;6.943999999999999e-44;149;94;92;1.0;0.957;Cluster575;PoFV_scaffold_7180:775-1050(+);scaffold_7180;0.312653865091088;31.1570809533189;10154.0;32.0;scaffold_7180;318;32.0;33.96815107102593;0.0935738444193912;1;;;+;96;PoFV_scaffold_7180:775-1050(+);PoFV_scaffold_7180:775-1050(+);"scaffold_7180_ORF.1;774-1056(+)";774.0;1056.0;-;;1.0254545454545454;775-1050;775;1050;80.0;no;0.0;0.0;0.0;C;275;;;;;
PoFV_scaffold_15158_orf007;PoFV_scaffold_7180:4586-5533(+);86.4;317;43;0;1;317;1;316;2.224e-185;570;318;316;1.0;0.997;Cluster602;PoFV_scaffold_7180:4586-5533(+);scaffold_7180;0.312653865091088;31.1570809533189;10154.0;32.0;scaffold_7180;318;32.0;33.96815107102593;0.0935738444193912;1;;;+;99;PoFV_scaffold_7180:4586-5533(+);PoFV_scaffold_7180:4586-5533(+);"scaffold_7180_ORF.4;4585-5533(+)";4585.0;5533.0;-;;1.0010559662090812;4586-5533;4586;5533;83.0;no;0.0;0.0;0.0;C;947;;;;;
DFV_QKN22481.1;PoFV_scaffold_7180:4204-1607(-);23.4;663;458;0;13;611;202;864;1.388e-52;195;617;866;0.766;0.971;Cluster9;PoFV_scaffold_7180:4204-1607(-);scaffold_7180;0.312653865091088;31.1570809533189;10154.0;32.0;scaffold_7180;318;32.0;33.96815107102593;0.0935738444193912;1;;;-;98;PoFV_scaffold_7180:4204-1607(-);PoFV_scaffold_7180:4204-1607(-);"scaffold_7180_ORF.16;1600-4264(-)";1600.0;4264.0;-;;1.0257989988448208;4204-1607;1607;4204;82.0;no;0.0;0.0;0.0;C;2597;0.04638;0.0;0.0093;classic;0.0556799999999999
PoFV_scaffold_15158_orf005;PoFV_scaffold_7180:4204-1607(-);85.0;866;126;0;1;839;1;866;0.0;1522;842;866;1.0;0.996;Cluster9;PoFV_scaffold_7180:4204-1607(-);scaffold_7180;0.312653865091088;31.1570809533189;10154.0;32.0;scaffold_7180;318;32.0;33.96815107102593;0.0935738444193912;1;;;-;98;PoFV_scaffold_7180:4204-1607(-);PoFV_scaffold_7180:4204-1607(-);"scaffold_7180_ORF.16;1600-4264(-)";1600.0;4264.0;-;;1.0257989988448208;4204-1607;1607;4204;82.0;no;0.0;0.0;0.0;C;2597;0.04638;0.0;0.0093;classic;0.0556799999999999
LbFV_YP_009345682.1;PoFV_scaffold_7180:4204-1607(-);25.4;660;404;0;126;667;203;862;5.883e-62;225;676;866;0.762;0.802;Cluster9;PoFV_scaffold_7180:4204-1607(-);scaffold_7180;0.312653865091088;31.1570809533189;10154.0;32.0;scaffold_7180;318;32.0;33.96815107102593;0.0935738444193912;1;;;-;98;PoFV_scaffold_7180:4204-1607(-);PoFV_scaffold_7180:4204-1607(-);"scaffold_7180_ORF.16;1600-4264(-)";1600.0;4264.0;-;;1.0257989988448208;4204-1607;1607;4204;82.0;no;0.0;0.0;0.0;C;2597;0.04638;0.0;0.0093;classic;0.0556799999999999
DFV_QKN22481.1;PoFV_scaffold_6401:16593-18479(+);23.5;459;332;0;152;610;195;629;7.532e-34;137;617;629;0.692;0.744;Cluster9;PoFV_scaffold_6401:16593-18479(+);scaffold_6401;0.390088787941359;32.7785165606674;24214.0;33.0;scaffold_6401;275;33.0;33.96815107102593;0.2068771138669673;2;27.0;8.0;+;91;PoFV_scaffold_6401:16593-18479(+);PoFV_scaffold_6401:16593-18479(+);"scaffold_6401_ORF.33;16649-17627(+)";16649.0;17627.0;-;;0.5185577942735949;16593-18479;16593;18479;75.0;yes;1.0;0.0;1.0;A;1886;0.04638;0.0;0.0093;classic;0.0556799999999999
DFV_QKN22481.1;PoFV_scaffold_6401:16593-18479(+);23.5;459;332;0;152;610;195;629;7.532e-34;137;617;629;0.692;0.744;Cluster9;PoFV_scaffold_6401:16593-18479(+);scaffold_6401;0.390088787941359;32.7785165606674;24214.0;33.0;scaffold_6401;275;33.0;33.96815107102593;0.2068771138669673;2;27.0;8.0;+;91;PoFV_scaffold_6401:16593-18479(+);PoFV_scaffold_6401:16593-18479(+);"scaffold_6401_ORF.34;17705-18521(+)";17705.0;18521.0;-;;0.432661717921527;16593-18479;16593;18479;76.0;yes;1.0;0.0;1.0;A;1886;0.04638;0.0;0.0093;classic;0.0556799999999999
PoFV_scaffold_15158_orf005;PoFV_scaffold_6401:16593-18479(+);27.7;667;454;0;170;836;1;629;2.224e-73;264;842;629;1.0;0.792;Cluster9;PoFV_scaffold_6401:16593-18479(+);scaffold_6401;0.390088787941359;32.7785165606674;24214.0;33.0;scaffold_6401;275;33.0;33.96815107102593;0.2068771138669673;2;27.0;8.0;+;91;PoFV_scaffold_6401:16593-18479(+);PoFV_scaffold_6401:16593-18479(+);"scaffold_6401_ORF.33;16649-17627(+)";16649.0;17627.0;-;;0.5185577942735949;16593-18479;16593;18479;75.0;yes;1.0;0.0;1.0;A;1886;0.04638;0.0;0.0093;classic;0.0556799999999999
PoFV_scaffold_15158_orf005;PoFV_scaffold_6401:16593-18479(+);27.7;667;454;0;170;836;1;629;2.224e-73;264;842;629;1.0;0.792;Cluster9;PoFV_scaffold_6401:16593-18479(+);scaffold_6401;0.390088787941359;32.7785165606674;24214.0;33.0;scaffold_6401;275;33.0;33.96815107102593;0.2068771138669673;2;27.0;8.0;+;91;PoFV_scaffold_6401:16593-18479(+);PoFV_scaffold_6401:16593-18479(+);"scaffold_6401_ORF.34;17705-18521(+)";17705.0;18521.0;-;;0.432661717921527;16593-18479;16593;18479;76.0;yes;1.0;0.0;1.0;A;1886;0.04638;0.0;0.0093;classic;0.0556799999999999
LbFV_YP_009345682.1;PoFV_scaffold_6401:16593-18479(+);26.4;444;308;0;238;656;174;617;4.2620000000000004e-42;164;676;629;0.706;0.62;Cluster9;PoFV_scaffold_6401:16593-18479(+);scaffold_6401;0.390088787941359;32.7785165606674;24214.0;33.0;scaffold_6401;275;33.0;33.96815107102593;0.2068771138669673;2;27.0;8.0;+;91;PoFV_scaffold_6401:16593-18479(+);PoFV_scaffold_6401:16593-18479(+);"scaffold_6401_ORF.33;16649-17627(+)";16649.0;17627.0;-;;0.5185577942735949;16593-18479;16593;18479;75.0;yes;1.0;0.0;1.0;A;1886;0.04638;0.0;0.0093;classic;0.0556799999999999
LbFV_YP_009345682.1;PoFV_scaffold_6401:16593-18479(+);26.4;444;308;0;238;656;174;617;4.2620000000000004e-42;164;676;629;0.706;0.62;Cluster9;PoFV_scaffold_6401:16593-18479(+);scaffold_6401;0.390088787941359;32.7785165606674;24214.0;33.0;scaffold_6401;275;33.0;33.96815107102593;0.2068771138669673;2;27.0;8.0;+;91;PoFV_scaffold_6401:16593-18479(+);PoFV_scaffold_6401:16593-18479(+);"scaffold_6401_ORF.34;17705-18521(+)";17705.0;18521.0;-;;0.432661717921527;16593-18479;16593;18479;76.0;yes;1.0;0.0;1.0;A;1886;0.04638;0.0;0.0093;classic;0.0556799999999999
